listen_id,user_id,song_id,listen_date
b61af1d4-d509-4821-952f-c223ebb33675,148,20,"2025-03-23T13:05:50.155Z"
21546458-dd59-4747-9e0d-4833ed7bc0f6,185,21,"2024-09-19T14:08:02.155Z"
475317c9-553f-43ba-a8ff-ecfcc29e30fa,171,1,"2024-08-25T03:46:01.155Z"
f252d3ad-08af-426f-b8a2-1c3c634cf053,249,32,"2025-05-02T20:56:15.155Z"
1009bdd8-6041-46c9-84d5-d5a83da2ade9,201,35,"2025-03-26T11:32:32.155Z"
96ae2e8d-bd52-4030-a774-7ec4005bf7d5,194,28,"2025-02-24T22:21:30.155Z"
2485d984-ced9-49e3-a7f2-59b664713dbe,134,12,"2025-02-13T19:57:01.155Z"
4a85b697-7063-4e1c-ae03-7d094a1a4a09,249,33,"2025-05-21T23:07:37.155Z"
5f72a435-e4d1-48bc-9ca2-d505b5e0fec4,183,44,"2024-07-18T06:09:42.155Z"
dd2e4e4e-6bda-4632-98e6-b467c8b67f43,156,33,"2025-01-30T00:33:55.155Z"
ff0d052f-745e-4597-ac4f-69a44d72b4c1,175,42,"2024-09-25T07:19:13.155Z"
3f8ad947-afde-44e0-93a7-93127807e7ab,101,19,"2024-06-10T18:00:24.155Z"
7382dbc9-3a4a-4b61-9c82-f8c6c188b347,274,17,"2025-04-22T08:09:55.155Z"
1840d295-57c6-412e-a777-9c458502726e,212,43,"2024-10-10T14:49:44.155Z"
c03dc820-e5ef-4029-8798-91f655f33108,103,14,"2025-04-12T23:40:02.155Z"
15b1a5ee-0c09-4ebb-b628-3f3816370e21,206,28,"2025-05-04T10:57:25.155Z"
f8cbd13f-44f0-4476-9df0-d272ae2fbebf,207,44,"2024-09-15T08:07:50.155Z"
f18d3f0c-c86b-4721-a130-9368a376c9cc,269,45,"2024-08-23T14:30:13.155Z"
630e2920-c293-4cd4-8b5a-f22605c7476d,176,29,"2024-08-21T20:58:19.155Z"
27248e76-236b-4345-8f35-a038ccbcba65,135,5,"2024-08-15T08:44:11.155Z"
3395be76-5d31-4c5d-a135-dd37c952ccd6,126,31,"2024-08-02T18:41:42.155Z"
1d521035-a06a-43c4-9ab6-a1c1b7aa6667,144,35,"2024-06-09T15:54:59.155Z"
a4710e60-e53f-4cdb-a645-fe7f296d7e36,173,41,"2024-10-05T17:38:44.155Z"
a931aa64-e5a1-4e1b-ad30-a84117040c5b,112,37,"2025-04-24T17:33:23.155Z"
095fbf7c-3471-4e63-8b9c-c52be3ec6102,177,20,"2024-08-01T13:37:13.155Z"
766a3d3f-2015-4a72-a7cb-212949e4c615,280,49,"2024-06-29T02:25:56.155Z"
c65e2928-21a9-470d-b43b-dbab9f7fa08b,258,47,"2024-12-31T18:18:27.155Z"
e70975ee-cfc5-48ce-aa5d-96a196a3f1b8,294,9,"2024-08-05T16:49:50.155Z"
f755279d-fa73-41db-b586-7d92d9675be9,165,47,"2024-09-02T14:13:31.155Z"
c3af4cd9-1932-41a1-bfd4-f8c933f5c64c,263,31,"2024-06-15T08:00:42.155Z"
7370e1b9-3e1d-4654-b8bb-3f6d80ddaaf0,197,22,"2025-01-03T18:12:20.155Z"
813c051a-2750-4343-9065-f7534fcaa1fd,109,32,"2024-08-16T08:57:13.155Z"
f5a3c151-38e1-4b05-8047-5cabacd12817,293,43,"2025-03-29T22:24:27.155Z"
048bea9f-c92b-41a3-b7df-109612e2b6e0,255,42,"2025-05-07T21:45:53.155Z"
47a3b9a0-0215-4d54-8224-3bceec9c5993,165,11,"2025-01-05T03:59:17.155Z"
00a92a6f-661a-402f-a915-e51097ce74b1,267,3,"2025-01-15T18:58:01.155Z"
c7654dc9-e497-4b87-8465-97057143d830,237,17,"2024-10-18T22:50:03.155Z"
6f668cc2-25fc-458a-9d5d-faceb5f03c78,209,48,"2025-02-28T21:29:35.155Z"
a00c6846-e4b9-458a-9138-4d8657cd5575,262,37,"2024-07-14T03:03:03.155Z"
1e3a47f7-31db-4eaa-a331-12170eb7405b,173,34,"2025-05-31T16:25:05.155Z"
5e9a2e1b-bd2c-46b9-9554-f98e7d9f6962,289,41,"2024-08-05T05:00:11.155Z"
d914e8d0-2ea0-45b0-91b6-d8f64aa5966a,276,26,"2024-09-13T20:26:37.155Z"
92ff9242-3c30-46de-a196-0f26050e8b5f,122,34,"2024-12-31T07:49:39.155Z"
2bccafac-6d91-43fd-99c5-5421382486a3,138,46,"2024-10-09T12:02:52.155Z"
eac54cf8-9f46-4964-a85d-2f9a38c92540,223,2,"2024-11-14T22:05:25.155Z"
0dad3527-5fcd-4ab7-b38c-118a18940783,134,40,"2025-04-20T16:39:42.155Z"
321a17ef-44c7-4535-93d3-b98da423b60c,111,7,"2025-06-02T05:02:34.155Z"
5ea6c0fe-60c5-44b7-8847-c7c7b945ecac,201,27,"2024-09-20T10:58:30.155Z"
14a31270-eef9-404e-b7cd-5c4b281e81d3,105,46,"2024-12-02T10:28:09.155Z"
5bda5378-d221-4b67-9b03-4e4167fe753f,256,3,"2025-03-19T14:03:33.155Z"
65727ef3-d6aa-4cba-824d-50a29b193a83,206,15,"2025-02-21T17:25:38.155Z"
4c18bb9a-171a-48d7-b0dc-888a2c71b6ff,132,40,"2025-01-04T11:07:36.155Z"
af256b43-e470-4693-bc5a-e829a568b4db,124,32,"2025-01-09T17:55:52.155Z"
692037b2-fc82-4272-98ec-0ec0bbb1765e,285,26,"2025-04-04T01:30:56.155Z"
09180302-09f8-4aa3-9f6b-44b0f8667a30,103,41,"2024-07-12T23:05:54.155Z"
5c79d6da-9bbf-4b31-b5f8-48847b8cf3e0,279,20,"2025-01-14T17:41:21.155Z"
f40cb8bd-8077-49c1-99dc-fe90436e0b79,128,38,"2024-11-16T00:02:10.155Z"
34fd7dc1-12c2-431c-bfbf-1fa9a49e6c70,299,50,"2025-05-01T22:41:44.155Z"
734ee83b-570a-4c4f-9d4c-9c204c71a294,232,3,"2025-04-08T01:53:39.155Z"
8a5f7767-d07a-4383-8542-3f31ae8be308,299,13,"2024-06-09T14:12:52.155Z"
c98c9e58-0a26-4b62-b32c-48261ab311a3,231,45,"2025-03-22T20:13:08.155Z"
3c825330-4827-4c2b-b79e-735b1caf8a45,197,16,"2024-12-07T10:16:25.155Z"
cbf889f8-04cf-4d6e-84ee-1b57e7e7ed02,291,18,"2024-11-07T21:30:05.155Z"
467524da-69da-4bb0-bac6-e1487318620a,273,27,"2024-07-17T07:15:52.155Z"
c5bd193f-f497-4b2a-87a5-507e91ad3286,173,15,"2025-02-28T14:40:58.155Z"
f17202ce-0fc2-4fdf-b1d9-17e9319dbf07,209,11,"2024-07-17T02:38:04.155Z"
13e4e78b-ad40-4461-9951-4f9a5a06fd86,292,25,"2024-10-17T16:19:11.155Z"
a069aba8-1c0d-47be-ad6e-6d02e0db2c4e,205,4,"2025-01-16T01:57:23.155Z"
2e45b511-1fad-4059-a26c-17dfcccf7f57,284,46,"2024-10-21T14:32:03.155Z"
84ac5c80-2180-47fb-90b9-b61c7d8b2ab7,142,40,"2024-09-30T23:36:44.155Z"
32ee3139-397e-46d4-8da1-270cb4d11129,260,18,"2025-04-14T05:17:25.155Z"
f3b5da6b-00cb-4626-9153-c690f5068d49,286,1,"2025-01-12T00:47:22.155Z"
2b1bbaa5-a696-4f3b-9543-b546642163dc,232,14,"2024-10-17T09:53:11.155Z"
19e93305-dfec-4789-9eb8-6cfc397bcb67,107,50,"2025-03-10T23:07:49.155Z"
20a51fab-a2c4-4962-af06-4fd3f1add761,246,43,"2024-10-27T11:23:58.155Z"
b672b219-bc4f-4030-9fec-0384b1b406b7,288,14,"2024-08-09T02:47:09.155Z"
006682b8-7c12-4878-a7f5-b059eb2f10f5,295,22,"2024-07-30T01:36:48.155Z"
798ec203-21ff-4e92-82a1-8a874bbfd4c7,260,34,"2025-01-16T02:32:04.155Z"
e9b1891b-6dee-44de-81ab-b8d7ac2dcbe7,209,39,"2024-07-07T00:57:02.155Z"
78534536-a549-4f62-9e86-b3640340ed6e,205,17,"2024-12-18T21:00:52.155Z"
ed97c231-45ed-429f-a373-280588fdea8c,262,24,"2025-04-17T17:37:37.155Z"
54d40e4c-b951-4a63-a618-6841aafd23f7,235,21,"2025-02-16T13:21:15.155Z"
8abbb85d-2d78-4fc4-a7d8-32560aa1336e,274,39,"2025-01-15T05:49:17.155Z"
67d6dde7-28b5-480f-bd10-dd02c661f5f1,112,36,"2025-02-06T03:20:36.155Z"
725208ec-8b1a-4bfa-8133-58ff6d6a9711,238,36,"2024-11-03T20:22:24.155Z"
5a12dd01-b5fb-4a4d-8958-7a55f207b081,115,4,"2024-08-23T16:34:00.155Z"
66d3e7a0-0335-4f35-bc3b-a6b18702a203,114,33,"2025-05-08T14:32:55.155Z"
9e80f49f-adcf-4a39-a637-73f3722a1529,153,20,"2024-09-13T22:49:27.155Z"
0b9f3b24-5329-40b3-9988-a5708f9ea03c,136,18,"2025-05-28T13:25:47.155Z"
1ad13b3a-5ed4-49db-90e5-8c4aa29dc417,282,46,"2025-03-30T00:36:40.155Z"
bebe6f3d-96f4-41f6-9067-838f8bd8e258,216,45,"2024-11-03T12:33:17.155Z"
efa73784-ed29-44a4-b054-6ceb478752ee,234,2,"2025-01-23T11:58:16.155Z"
bc2b10a9-6544-4eab-a89c-ff220a9ec243,174,39,"2025-01-30T23:59:00.155Z"
40ad7310-925f-480f-b351-af53c5b446b7,230,39,"2024-11-16T06:19:49.155Z"
5a507c26-4973-4386-864a-6416cdfbecc4,192,31,"2024-08-27T16:40:10.155Z"
abdf4dae-f0e3-4a87-a423-ae84ac7288c0,280,1,"2024-12-05T15:11:42.155Z"
913e7423-ecfe-4c1d-bcfe-97040224a139,274,1,"2025-02-17T12:26:59.155Z"
f6953bb7-6da5-41b3-b8ab-6f2d1f39a6f6,258,37,"2024-11-17T15:03:35.155Z"
d33b6629-724b-416c-9268-edaa9f39fa46,274,35,"2024-11-28T12:49:47.155Z"
43fe56e1-d7da-4c9e-815d-471f633843b6,202,14,"2024-08-22T18:13:18.155Z"
469717dc-6d1f-45e8-90e5-6d7a65e3134f,154,37,"2025-06-04T00:44:54.156Z"
ed1c75e1-0695-4cd9-a365-ecaa90f8ad99,274,36,"2025-05-11T06:52:05.156Z"
57021807-3116-48e3-bf48-16c599b34d58,256,4,"2024-09-08T00:38:17.156Z"
ce806acb-a65b-4808-b7e3-4f4fe095cf70,157,27,"2024-11-25T22:52:29.156Z"
a8247d38-b69b-45b4-8d98-e1f7028ce06a,244,48,"2024-08-04T04:07:41.156Z"
af2b7bda-8d85-47a8-9c81-2130f43d90ee,224,9,"2025-04-08T06:54:59.156Z"
96799769-728d-46af-9cb9-f5311138a450,260,20,"2025-02-11T02:29:39.156Z"
e8618096-73c8-4a2b-917c-4bbb90a74384,204,24,"2024-06-10T04:14:11.156Z"
abc474f6-ef35-4309-823d-688c0f3ddcc9,177,6,"2025-03-16T15:18:02.156Z"
f2b412b5-eba4-4690-8f6a-b365e37e3d40,229,25,"2025-01-29T10:15:40.156Z"
12d6110a-0663-422a-aaf3-2f9162fef96f,197,36,"2024-12-22T09:51:11.156Z"
907b4579-db22-43bc-9244-9e062d769e0b,212,24,"2024-08-10T17:45:34.156Z"
12ba0da3-43ba-4fdc-8b67-e7a84d5e153a,264,20,"2024-07-01T19:39:29.156Z"
e5820808-685b-4324-999c-f62e1dae3e5c,101,37,"2024-06-20T04:55:46.156Z"
83021044-1fb5-43f6-8a4e-4d856733d4eb,228,19,"2025-03-22T08:43:16.156Z"
be3f2289-9ebb-45e5-a283-d76a36f701c0,201,27,"2024-10-09T06:26:21.156Z"
30666d90-d354-41d7-be64-7bf982b201ce,196,4,"2025-06-04T17:21:35.156Z"
3cf3e730-961b-4197-a509-dbf119038974,137,41,"2025-04-02T02:18:42.156Z"
0bf8ab31-4f1d-4515-918b-70b20d2426b5,114,3,"2024-12-02T00:43:06.156Z"
b5bf8d26-0dcd-4a8e-931a-a6de43a58af3,296,45,"2024-12-28T00:39:57.156Z"
ffb0c08a-aac5-44cd-a7c9-855e4dd045bc,165,5,"2024-11-06T03:17:40.156Z"
85be8efa-26ee-43fe-aacc-b09694e568c5,285,24,"2024-10-31T23:59:56.156Z"
4cade957-1a01-4531-9d66-1db741475ca9,226,12,"2024-09-14T21:14:44.156Z"
967094be-f422-4bb8-8ca9-5a7c36231553,130,49,"2025-04-06T19:28:48.156Z"
d6c5a2f5-4f6e-41fa-8d94-d97e670772dd,270,21,"2025-05-17T02:24:57.156Z"
ebc2b06f-298b-42e9-9237-c5cfd001d8b1,208,45,"2025-03-01T12:21:55.156Z"
c22a4bc0-a47c-4f01-9b40-f29708529935,241,9,"2025-04-24T20:13:10.156Z"
4520f670-c958-44ea-a353-cd729b4e2b8e,107,22,"2024-07-04T21:55:14.156Z"
70ac58e0-1ef9-41c7-b147-759d1c749242,238,5,"2025-01-27T03:19:28.156Z"
dd371c59-94ae-42a9-8d6a-e636f0f95df1,142,18,"2024-10-14T12:30:40.156Z"
c4361a14-14c2-4f09-8aa2-a0b5759dfe3b,188,34,"2024-07-13T08:31:30.156Z"
269da204-1b74-41cc-893d-03e2604c7aa1,189,3,"2024-09-24T11:10:35.156Z"
6071383f-0a71-449e-af87-99253ecb92a8,136,29,"2024-06-08T21:49:20.156Z"
fbf5859f-043d-43e8-8a7f-f1f0c78fcda1,286,13,"2024-09-30T14:44:26.156Z"
995a5f77-843a-43e3-aa99-e693a4c6dfcb,208,44,"2024-09-16T19:16:11.156Z"
69932b55-3f97-4df0-b217-b61755ced8c4,248,9,"2024-08-06T19:15:03.156Z"
680b797e-0817-4d1b-9268-b636afdc7f57,226,20,"2024-12-01T12:47:37.156Z"
153444bb-109f-470e-8303-4e84d83f968d,138,46,"2024-12-01T23:32:34.156Z"
4902ed65-f0a8-4431-8131-17a306e0dbd2,254,21,"2025-05-19T11:42:13.156Z"
64b9c0cc-894f-48ca-82bc-d6a18edb1916,271,17,"2024-08-02T23:22:08.156Z"
dd5925b3-fbad-4767-9fc6-23e654d5a5df,251,42,"2025-02-19T21:07:17.156Z"
aea8be1d-9d38-4872-a40e-6d19a0e561d2,210,29,"2025-03-05T01:25:09.156Z"
03fdb9b3-8885-4470-b1b9-f67538d6226d,114,40,"2025-03-27T11:21:09.156Z"
d1d655bc-a692-49b8-a311-59c383dc0d3f,218,13,"2024-09-24T14:05:05.156Z"
6cc13c62-c962-46e6-a974-e92d689b5dd8,107,3,"2024-12-21T12:57:30.156Z"
8b1d60b9-602c-4cf3-aa61-fa75525181b7,183,20,"2024-07-28T12:37:06.156Z"
368e8830-adf2-43f8-aac7-0caef40251bd,297,6,"2024-11-03T13:02:43.156Z"
2a743cea-f8cf-4059-ae54-1b108a0cbe12,121,37,"2024-06-22T13:29:55.156Z"
22661359-9185-4ab8-a0fd-2a930a52c354,230,10,"2024-06-24T12:29:36.156Z"
e5514c6e-5b89-4560-8978-fa3b3e4f5677,123,46,"2025-04-25T11:45:27.156Z"
538ff380-cdab-461a-abce-8994583bc104,228,48,"2025-04-19T13:38:58.156Z"
907e7874-db10-45a3-a14d-d0706c1207d1,138,20,"2024-12-28T13:34:45.156Z"
951e5d02-a361-44f1-9ad1-1d5cb0699ca4,263,46,"2025-02-14T23:26:41.156Z"
240125f9-64fd-4769-ae64-f911aa8b945b,112,8,"2025-02-17T04:19:00.156Z"
9281bc57-583b-4912-bb6d-1cdb27c2a160,286,7,"2025-01-21T07:01:05.156Z"
7fb6ab21-2c72-4ea2-801d-1dc6734418fb,106,15,"2025-05-06T04:15:27.156Z"
